feature,route,page,page_file,screen_level,archetype,body_grade,density_score,density_priority,density_reason,shared_component_count,custom_body_count,relaxed_padding_count,loose_gap_count,relaxed_gap_count,large_gap_count,max_width_count,center_count,section_header_count,vit_card_count,source_files
predictions,'/markets/predictions/tournament/:tournamentId',PredictionTournamentDetailPage,flutter_app/lib/features/predictions/presentation/pages/prediction_tournaments_page.dart,L2_entityDetail,detail,A,0,Pass_or_low_signal,no static density signal,19,17,0,0,0,0,0,2,0,6,flutter_app/lib/features/predictions/presentation/pages/prediction_tournaments_page.dart;flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_detail.dart;flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_empty_leaderboard.dart;flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_list.dart;flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_stats.dart
predictions,AppRoutePaths.marketsPredictionsTournaments,PredictionTournamentsPage,flutter_app/lib/features/predictions/presentation/pages/prediction_tournaments_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,19,17,0,0,0,0,0,2,0,6,flutter_app/lib/features/predictions/presentation/pages/prediction_tournaments_page.dart;flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_detail.dart;flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_empty_leaderboard.dart;flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_list.dart;flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_stats.dart
predictions,AppRoutePaths.marketsPredictionsBreaking,PredictionsBreakingPage,flutter_app/lib/features/predictions/presentation/pages/predictions_breaking_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,10,5,0,0,0,0,0,3,0,5,flutter_app/lib/features/predictions/presentation/pages/predictions_breaking_page.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_breaking_page_common.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_breaking_page_sections.dart
predictions,AppRoutePaths.marketsPredictions,PredictionsHomePage,flutter_app/lib/features/predictions/presentation/pages/predictions_home_page.dart,L1_productModuleHub,rootModule,A,0,Pass_or_low_signal,no static density signal,13,10,0,0,0,0,0,3,0,4,flutter_app/lib/features/predictions/presentation/pages/predictions_home_page.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_home_events.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_home_filters.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_home_highlights.dart
predictions,AppRoutePaths.marketsPredictionsLeaderboard,PredictionsLeaderboardPage,flutter_app/lib/features/predictions/presentation/pages/predictions_leaderboard_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,10,6,0,0,0,0,0,2,0,3,flutter_app/lib/features/predictions/presentation/pages/predictions_leaderboard_page.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_leaderboard_filters_tabs.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_leaderboard_podium_rankings.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_leaderboard_rows_wins.dart
predictions,AppRoutePaths.profilePredictions,PredictionsPortfolioPage,flutter_app/lib/features/predictions/presentation/pages/predictions_portfolio_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,7,0,0,0,0,0,0,0,0,3,flutter_app/lib/features/predictions/presentation/pages/predictions_portfolio_page.dart
predictions,AppRoutePaths.marketsPredictionsPortfolio,PredictionsPortfolioPage,flutter_app/lib/features/predictions/presentation/pages/predictions_portfolio_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,7,0,0,0,0,0,0,0,0,3,flutter_app/lib/features/predictions/presentation/pages/predictions_portfolio_page.dart
profile,AppRoutePaths.profileApiCreate,ApiKeyCreatePage,flutter_app/lib/features/profile/presentation/pages/api_key_create_page.dart,L3_transactionFlow,detail,A,0,Pass_or_low_signal,no static density signal,17,14,0,0,0,0,0,1,0,4,flutter_app/lib/features/profile/presentation/pages/api_key_create_page.dart;flutter_app/lib/features/profile/presentation/widgets/profile_api_key_create_form.dart;flutter_app/lib/features/profile/presentation/widgets/profile_api_key_create_result.dart
profile,AppRoutePaths.profileVip,VIPPage,flutter_app/lib/features/profile/presentation/pages/vip_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,24,20,0,0,0,0,0,0,0,8,flutter_app/lib/features/profile/presentation/pages/vip_page.dart;flutter_app/lib/features/profile/presentation/widgets/profile_vip_benefits.dart;flutter_app/lib/features/profile/presentation/widgets/profile_vip_hero.dart;flutter_app/lib/features/profile/presentation/widgets/profile_vip_overview.dart
referral,'/referral/friend/:friendId',ReferralFriendDetailPage,flutter_app/lib/features/referral/presentation/pages/referral_friend_detail_page.dart,L1_utilityHub,detail,A,0,Pass_or_low_signal,no static density signal,9,3,0,0,0,0,0,1,0,3,flutter_app/lib/features/referral/presentation/pages/referral_friend_detail_page.dart
referral,AppRoutePaths.referralHistory,ReferralHistoryPage,flutter_app/lib/features/referral/presentation/pages/referral_history_page.dart,L1_utilityHub,detail,A,0,Pass_or_low_signal,no static density signal,14,10,0,0,0,0,0,3,0,5,flutter_app/lib/features/referral/presentation/pages/referral_history_page.dart;flutter_app/lib/features/referral/presentation/widgets/referral_history_page_common.dart;flutter_app/lib/features/referral/presentation/widgets/referral_history_page_sections.dart
referral,AppRoutePaths.referral,ReferralHomePage,flutter_app/lib/features/referral/presentation/pages/referral_home_page.dart,L1_utilityHub,detail,A,0,Pass_or_low_signal,no static density signal,72,33,0,0,0,0,0,3,0,20,flutter_app/lib/features/referral/presentation/pages/referral_home_page.dart;flutter_app/lib/features/referral/presentation/pages/referral_home_page_part_01.dart;flutter_app/lib/features/referral/presentation/pages/referral_home_page_part_02.dart;flutter_app/lib/features/referral/presentation/pages/referral_home_page_part_03.dart;flutter_app/lib/features/referral/presentation/pages/referral_home_page_part_04.dart
rewards,AppRoutePaths.rewards,RewardsHubPage,flutter_app/lib/features/rewards/presentation/pages/rewards_hub_page.dart,L1_productModuleHub,rootModule,A,0,Pass_or_low_signal,no static density signal,40,26,0,0,0,0,0,1,0,8,flutter_app/lib/app/feature_bridges/rewards_arena_points_bridge.dart;flutter_app/lib/features/arena/presentation/pages/arena_points_page.dart;flutter_app/lib/features/arena/presentation/pages/arena_points_page_part_01.dart;flutter_app/lib/features/arena/presentation/pages/arena_points_page_part_02.dart;flutter_app/lib/features/arena/presentation/pages/arena_points_page_part_03.dart;flutter_app/lib/features/rewards/presentation/pages/rewards_hub_page.dart
support,AppRoutePaths.supportAnnouncements,AnnouncementsPage,flutter_app/lib/features/support/presentation/pages/announcements_page.dart,L1_utilityHub,detail,A,0,Pass_or_low_signal,no static density signal,11,9,0,0,0,0,0,1,0,3,flutter_app/lib/features/support/presentation/pages/announcements_page.dart;flutter_app/lib/features/support/presentation/widgets/announcements_filters_widgets.dart;flutter_app/lib/features/support/presentation/widgets/announcements_list_widgets.dart
support,AppRoutePaths.support,SupportPage,flutter_app/lib/features/support/presentation/pages/support_page.dart,L1_utilityHub,detail,A,0,Pass_or_low_signal,no static density signal,25,16,0,0,0,0,0,1,0,7,flutter_app/lib/features/support/presentation/pages/support_page.dart;flutter_app/lib/features/support/presentation/widgets/support_context_card.dart;flutter_app/lib/features/support/presentation/widgets/support_faq_common.dart;flutter_app/lib/features/support/presentation/widgets/support_quick_contacts_tabs.dart;flutter_app/lib/features/support/presentation/widgets/support_tickets.dart
trade,AppRoutePaths.tradeCopyActive,ActiveCopiesPage,flutter_app/lib/features/trade/presentation/pages/active_copies_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,49,22,0,0,0,0,0,0,0,11,flutter_app/lib/features/trade/presentation/pages/active_copies_page.dart;flutter_app/lib/features/trade/presentation/pages/active_copies_page_part_01.dart;flutter_app/lib/features/trade/presentation/pages/active_copies_page_part_02.dart;flutter_app/lib/features/trade/presentation/pages/active_copies_page_part_03.dart
trade,AppRoutePaths.tradeAdvancedTools,AdvancedToolsDemoPage,flutter_app/lib/features/trade/presentation/pages/advanced_tools_demo_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,32,19,0,0,0,0,0,0,0,5,flutter_app/lib/features/trade/presentation/pages/advanced_tools_demo_page.dart;flutter_app/lib/features/trade/presentation/widgets/advanced_tools_common.dart;flutter_app/lib/features/trade/presentation/widgets/advanced_tools_overview.dart;flutter_app/lib/features/trade/presentation/widgets/advanced_tools_tabs_sheets.dart
trade,AppRoutePaths.tradeMarginAdvancedDemo,AdvancedTradingDemoPage,flutter_app/lib/features/trade/presentation/pages/advanced_trading_demo_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,20,18,0,0,0,0,0,0,0,5,flutter_app/lib/features/trade/presentation/pages/advanced_trading_demo_page.dart;flutter_app/lib/features/trade/presentation/widgets/advanced_trading_demo_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/advanced_trading_demo_page_sections.dart
trade,AppRoutePaths.tradeCopyArmIntegrationStatus,ArmIntegrationStatusPage,flutter_app/lib/features/trade/presentation/pages/arm_integration_status_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,22,14,0,0,0,0,0,0,1,5,flutter_app/lib/features/trade/presentation/pages/arm_integration_status_page.dart;flutter_app/lib/features/trade/presentation/widgets/arm_integration_common_painter.dart;flutter_app/lib/features/trade/presentation/widgets/arm_integration_providers.dart;flutter_app/lib/features/trade/presentation/widgets/arm_integration_sla_actions.dart
trade,AppRoutePaths.tradeCopyAuditTrail,AuditTrailPage,flutter_app/lib/features/trade/presentation/pages/audit_trail_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,20,5,0,0,0,0,0,0,1,3,flutter_app/lib/features/trade/presentation/pages/audit_trail_page.dart;flutter_app/lib/features/trade/presentation/widgets/audit_trail_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/audit_trail_page_sections.dart
trade,AppRoutePaths.tradeCopyBestExecutionReports,BestExecutionReportsPage,flutter_app/lib/features/trade/presentation/pages/best_execution_reports_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,32,13,0,0,0,0,0,0,0,6,flutter_app/lib/features/trade/presentation/pages/best_execution_reports_page.dart;flutter_app/lib/features/trade/presentation/widgets/best_execution_archive_common.dart;flutter_app/lib/features/trade/presentation/widgets/best_execution_current.dart;flutter_app/lib/features/trade/presentation/widgets/best_execution_overview.dart
trade,AppRoutePaths.tradeBotApiDocumentation,BotApiDocumentationPage,flutter_app/lib/features/trade/presentation/pages/bot_api_documentation_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,44,5,0,0,0,0,0,0,0,6,flutter_app/lib/features/trade/presentation/pages/bot_api_documentation_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_api_documentation_endpoints.dart;flutter_app/lib/features/trade/presentation/widgets/bot_api_documentation_intro_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/bot_api_documentation_support_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_api_documentation_websocket_examples.dart
trade,AppRoutePaths.tradeBotBacktesting,BotBacktestingPage,flutter_app/lib/features/trade/presentation/pages/bot_backtesting_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,21,3,0,0,0,0,0,0,1,7,flutter_app/lib/features/trade/presentation/pages/bot_backtesting_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_backtesting_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeBotDrawdownAnalyzer,BotDrawdownAnalyzerPage,flutter_app/lib/features/trade/presentation/pages/bot_drawdown_analyzer_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,13,12,0,0,0,0,1,0,1,4,flutter_app/lib/features/trade/presentation/pages/bot_drawdown_analyzer_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_drawdown_analyzer_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_drawdown_analyzer_page_sections.dart
trade,AppRoutePaths.tradeBotEmergencyStop,BotEmergencyStopPage,flutter_app/lib/features/trade/presentation/pages/bot_emergency_stop_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,24,4,0,0,0,0,0,0,1,8,flutter_app/lib/features/trade/presentation/pages/bot_emergency_stop_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_emergency_stop_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_emergency_stop_page_sections.dart
trade,AppRoutePaths.tradeBotFaq,BotFaqPage,flutter_app/lib/features/trade/presentation/pages/bot_faq_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,18,5,0,0,0,0,0,0,1,4,flutter_app/lib/features/trade/presentation/pages/bot_faq_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_faq_cards_help.dart;flutter_app/lib/features/trade/presentation/widgets/bot_faq_search_tabs.dart
trade,AppRoutePaths.tradeBotGuide,BotGuidePage,flutter_app/lib/features/trade/presentation/pages/bot_guide_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,51,3,0,0,0,0,0,0,0,11,flutter_app/lib/features/trade/presentation/pages/bot_guide_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_guide_blocks.dart;flutter_app/lib/features/trade/presentation/widgets/bot_guide_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_guide_intro_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/bot_guide_practices_videos.dart;flutter_app/lib/features/trade/presentation/widgets/bot_guide_strategies.dart
trade,AppRoutePaths.tradeBotHistory,BotHistoryPage,flutter_app/lib/features/trade/presentation/pages/bot_history_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,24,9,0,0,0,0,0,0,1,6,flutter_app/lib/features/trade/presentation/pages/bot_history_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_history_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_history_page_sections.dart
trade,AppRoutePaths.tradeBotOptimization,BotOptimizationPage,flutter_app/lib/features/trade/presentation/pages/bot_optimization_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,22,10,0,0,0,0,0,0,2,7,flutter_app/lib/features/trade/presentation/pages/bot_optimization_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_optimization_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_optimization_page_sections.dart
trade,AppRoutePaths.tradeBotPerformanceAnalytics,BotPerformanceAnalyticsPage,flutter_app/lib/features/trade/presentation/pages/bot_performance_analytics_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,26,15,0,0,0,0,1,0,1,11,flutter_app/lib/features/trade/presentation/pages/bot_performance_analytics_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_performance_charts_strategy.dart;flutter_app/lib/features/trade/presentation/widgets/bot_performance_metrics_summary.dart;flutter_app/lib/features/trade/presentation/widgets/bot_performance_painters.dart
trade,AppRoutePaths.tradeBotPortfolioDashboard,BotPortfolioDashboardPage,flutter_app/lib/features/trade/presentation/pages/bot_portfolio_dashboard_page.dart,L2_sectionHub,detail,A,0,Pass_or_low_signal,no static density signal,18,12,0,0,0,0,1,1,0,6,flutter_app/lib/features/trade/presentation/pages/bot_portfolio_dashboard_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_portfolio_dashboard_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_portfolio_dashboard_page_sections.dart
trade,AppRoutePaths.tradeBotRiskDashboard,BotRiskDashboardPage,flutter_app/lib/features/trade/presentation/pages/bot_risk_dashboard_page.dart,L2_sectionHub,detail,A,0,Pass_or_low_signal,no static density signal,27,20,0,0,0,0,0,1,1,11,flutter_app/lib/features/trade/presentation/pages/bot_risk_dashboard_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_risk_dashboard_charts.dart;flutter_app/lib/features/trade/presentation/widgets/bot_risk_dashboard_controls.dart;flutter_app/lib/features/trade/presentation/widgets/bot_risk_dashboard_metrics.dart;flutter_app/lib/features/trade/presentation/widgets/bot_risk_dashboard_score.dart
trade,AppRoutePaths.tradeBotRiskDisclosure,BotRiskDisclosurePage,flutter_app/lib/features/trade/presentation/pages/bot_risk_disclosure_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,31,16,0,0,0,0,0,0,0,10,flutter_app/lib/features/trade/presentation/pages/bot_risk_disclosure_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_risk_disclosure_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_risk_disclosure_page_sections.dart
trade,AppRoutePaths.tradeBotStrategyCompare,BotStrategyComparePage,flutter_app/lib/features/trade/presentation/pages/bot_strategy_compare_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,18,8,0,0,0,0,1,0,0,5,flutter_app/lib/features/trade/presentation/pages/bot_strategy_compare_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_strategy_compare_metrics.dart;flutter_app/lib/features/trade/presentation/widgets/bot_strategy_compare_painters.dart;flutter_app/lib/features/trade/presentation/widgets/bot_strategy_compare_recommendations_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_strategy_compare_selection.dart
trade,AppRoutePaths.tradeBotSuitabilityAssessment,BotSuitabilityAssessmentPage,flutter_app/lib/features/trade/presentation/pages/bot_suitability_assessment_page.dart,L3_transactionFlow,detail,A,0,Pass_or_low_signal,no static density signal,18,8,0,0,0,0,0,1,1,4,flutter_app/lib/features/trade/presentation/pages/bot_suitability_assessment_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_suitability_breakdown_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_suitability_questions_info.dart;flutter_app/lib/features/trade/presentation/widgets/bot_suitability_result_score.dart
trade,AppRoutePaths.tradeBotTaxReporting,BotTaxReportingPage,flutter_app/lib/features/trade/presentation/pages/bot_tax_reporting_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,36,15,0,0,0,0,0,0,0,8,flutter_app/lib/features/trade/presentation/pages/bot_tax_reporting_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_tax_reporting_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_tax_reporting_notice_year.dart;flutter_app/lib/features/trade/presentation/widgets/bot_tax_reporting_reports.dart;flutter_app/lib/features/trade/presentation/widgets/bot_tax_reporting_summary.dart
trade,AppRoutePaths.tradeBotTermsOfService,BotTermsOfServicePage,flutter_app/lib/features/trade/presentation/pages/bot_terms_of_service_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,20,10,0,0,0,0,0,1,1,7,flutter_app/lib/features/trade/presentation/pages/bot_terms_of_service_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_terms_of_service_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_terms_of_service_page_sections.dart
trade,AppRoutePaths.tradeCopyCassReconciliation,CassReconciliationPage,flutter_app/lib/features/trade/presentation/pages/cass_reconciliation_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,23,5,0,0,0,0,0,0,1,8,flutter_app/lib/features/trade/presentation/pages/cass_reconciliation_page.dart;flutter_app/lib/features/trade/presentation/widgets/cass_reconciliation_records_common.dart;flutter_app/lib/features/trade/presentation/widgets/cass_reconciliation_summary_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeCopyClientCategorization,ClientCategorizationPage,flutter_app/lib/features/trade/presentation/pages/client_categorization_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,71,4,0,0,0,0,0,0,0,17,flutter_app/lib/features/trade/presentation/pages/client_categorization_page.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_01.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_02.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_03.dart
trade,AppRoutePaths.tradeCopyClientMoneyProtection,ClientMoneyProtectionPage,flutter_app/lib/features/trade/presentation/pages/client_money_protection_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,39,12,0,0,0,0,0,0,0,8,flutter_app/lib/features/trade/presentation/pages/client_money_protection_page.dart;flutter_app/lib/features/trade/presentation/widgets/client_money_protection_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/client_money_protection_page_sections.dart
trade,AppRoutePaths.tradeCopyClientOptUpRequest,ClientOptUpRequestPage,flutter_app/lib/features/trade/presentation/pages/client_categorization_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,71,4,0,0,0,0,0,0,0,17,flutter_app/lib/features/trade/presentation/pages/client_categorization_page.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_01.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_02.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_03.dart
trade,AppRoutePaths.tradeCopyComplaintSubmission,ComplaintSubmissionPage,flutter_app/lib/features/trade/presentation/pages/complaint_submission_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,25,9,0,0,0,0,0,0,1,8,flutter_app/lib/features/trade/presentation/pages/complaint_submission_page.dart;flutter_app/lib/features/trade/presentation/widgets/complaint_submission_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/complaint_submission_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeCopyComplaintTrackingBase,ComplaintTrackingPage,flutter_app/lib/features/trade/presentation/pages/complaint_tracking_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,17,4,0,0,0,0,0,1,1,5,flutter_app/lib/features/trade/presentation/pages/complaint_tracking_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,'/trade/copy-trading/complaint-tracking/:complaintId',ComplaintTrackingPage,flutter_app/lib/features/trade/presentation/pages/complaint_tracking_page.dart,L2_entityDetail,detail,A,0,Pass_or_low_signal,no static density signal,17,4,0,0,0,0,0,1,1,5,flutter_app/lib/features/trade/presentation/pages/complaint_tracking_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeCopyComplaintsHandling,ComplaintsHandlingPage,flutter_app/lib/features/trade/presentation/pages/complaints_handling_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,27,12,0,0,0,0,0,0,5,5,flutter_app/lib/features/trade/presentation/pages/complaints_handling_page.dart;flutter_app/lib/features/trade/presentation/widgets/complaints_handling_overview_complaints.dart;flutter_app/lib/features/trade/presentation/widgets/complaints_handling_overview_header_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/complaints_handling_process_common.dart
trade,'/trade/copy-audit-log/:copyId',CopyAuditLogPage,flutter_app/lib/features/trade/presentation/pages/copy_audit_log_page.dart,L2_entityDetail,detail,A,0,Pass_or_low_signal,no static density signal,29,16,0,0,0,0,0,0,0,7,flutter_app/lib/features/trade/presentation/pages/copy_audit_log_page.dart;flutter_app/lib/features/trade/presentation/widgets/copy_audit_log_controls.dart;flutter_app/lib/features/trade/presentation/widgets/copy_audit_log_events.dart;flutter_app/lib/features/trade/presentation/widgets/copy_audit_log_summary.dart
trade,'/trade/copy-provider/:providerId/configuration',CopyConfigurationPage,flutter_app/lib/features/trade/presentation/pages/copy_configuration_page.dart,L3_transactionFlow,detail,A,0,Pass_or_low_signal,no static density signal,27,7,0,0,0,0,0,0,0,7,flutter_app/lib/features/trade/presentation/pages/copy_configuration_page.dart;flutter_app/lib/features/trade/presentation/widgets/copy_configuration_provider_capital_mode.dart;flutter_app/lib/features/trade/presentation/widgets/copy_configuration_risk_summary.dart;flutter_app/lib/features/trade/presentation/widgets/copy_configuration_validation_common.dart
trade,'/trade/copy-provider/:providerId/confirmation',CopyConfirmationPage,flutter_app/lib/features/trade/presentation/pages/copy_confirmation_page.dart,L3_transactionFlow,detail,A,0,Pass_or_low_signal,no static density signal,32,8,0,0,0,0,0,0,0,10,flutter_app/lib/features/trade/presentation/pages/copy_confirmation_page.dart;flutter_app/lib/features/trade/presentation/widgets/copy_confirmation_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/copy_confirmation_page_sections.dart
trade,AppRoutePaths.tradeCopyNotifications,CopyNotificationsPage,flutter_app/lib/features/trade/presentation/pages/copy_notifications_page.dart,L1_utilityHub,detail,A,0,Pass_or_low_signal,no static density signal,25,4,0,0,0,0,0,0,0,7,flutter_app/lib/features/trade/presentation/pages/copy_notifications_page.dart;flutter_app/lib/features/trade/presentation/widgets/copy_notifications_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/copy_notifications_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,'/trade/copy-performance/:copyId',CopyPerformancePage,flutter_app/lib/features/trade/presentation/pages/copy_performance_page.dart,L2_entityDetail,detail,A,0,Pass_or_low_signal,no static density signal,28,20,0,0,0,0,0,0,0,11,flutter_app/lib/features/trade/presentation/pages/copy_performance_page.dart;flutter_app/lib/features/trade/presentation/widgets/copy_performance_common.dart;flutter_app/lib/features/trade/presentation/widgets/copy_performance_details.dart;flutter_app/lib/features/trade/presentation/widgets/copy_performance_summary_tabs.dart
trade,'/trade/copy-provider/:providerId',CopyProviderDetailPage,flutter_app/lib/features/trade/presentation/pages/copy_provider_detail_page.dart,L2_entityDetail,detail,A,0,Pass_or_low_signal,no static density signal,23,4,0,0,0,0,0,0,0,7,flutter_app/lib/features/trade/presentation/pages/copy_provider_detail_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart
trade,AppRoutePaths.tradeCopySafetyCenter,CopySafetyCenterPage,flutter_app/lib/features/trade/presentation/pages/copy_safety_center_page.dart,L2_sectionHub,detail,A,0,Pass_or_low_signal,no static density signal,30,30,0,0,0,0,0,1,0,11,flutter_app/lib/features/trade/presentation/pages/copy_safety_center_page.dart;flutter_app/lib/features/trade/presentation/widgets/copy_safety_enforcement_common.dart;flutter_app/lib/features/trade/presentation/widgets/copy_safety_metrics_tools.dart;flutter_app/lib/features/trade/presentation/widgets/copy_safety_overview.dart
trade,AppRoutePaths.tradeCopySettings,CopySettingsPage,flutter_app/lib/features/trade/presentation/pages/copy_settings_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,20,16,0,0,0,0,0,0,1,3,flutter_app/lib/features/trade/presentation/pages/copy_settings_page.dart;flutter_app/lib/features/trade/presentation/widgets/copy_settings_contacts_privacy.dart;flutter_app/lib/features/trade/presentation/widgets/copy_settings_controls.dart;flutter_app/lib/features/trade/presentation/widgets/copy_settings_modes.dart
trade,AppRoutePaths.tradeCopyDisputeResolution,DisputeResolutionPage,flutter_app/lib/features/trade/presentation/pages/dispute_resolution_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,44,12,0,0,0,0,0,0,0,7,flutter_app/lib/features/trade/presentation/pages/dispute_resolution_page.dart;flutter_app/lib/features/trade/presentation/widgets/dispute_resolution_cases.dart;flutter_app/lib/features/trade/presentation/widgets/dispute_resolution_common.dart;flutter_app/lib/features/trade/presentation/widgets/dispute_resolution_form.dart
